 世界滞在记：18岁的小栗旬在西伯利亚,9.3,日本,传记,https://movie.douban.com/subject/26258817/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2238186336.jpg 
 红鳉鱼,9.0,日本,传记,https://movie.douban.com/subject/26266892/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2315734512.jpg 
